mean_predicted_probability,fraction_positive
0.3231766104582673,0.06261022927689594
0.45541809678113115,0.06354810238305383
0.5234528291935406,0.06707855251544571
0.5768300553132709,0.07325684024713151
0.6222754829204705,0.07855251544571933
0.6633211930081917,0.09002647837599294
0.7024445823106836,0.08914386584289496
0.741701138748976,0.09002647837599294
0.7832410068177377,0.10503089143865843
0.8411263338404098,0.12444836716681378
